,user,item,rating
115,470,2876,4
116,470,11970,5
117,470,2690,3
118,470,11739,4
119,470,16581,4
120,470,11920,5
121,470,7868,4
122,473,19454,5
123,473,3688,5
124,473,9826,4
125,473,7073,5
126,473,6548,5
127,473,11594,4
128,473,3282,4
129,473,7536,4
130,473,7925,3
131,473,12110,5
132,473,5296,3
133,480,5877,4
134,480,12433,4
135,480,2871,3
136,480,16924,3
137,480,19033,3
138,480,22332,3
139,493,15837,4
140,493,6201,5
141,493,12805,5
142,493,4502,5
143,493,4400,5
144,514,10719,5
145,514,5839,4
146,514,15415,5
147,514,13323,5
148,514,12702,4
149,514,6102,4
150,552,9448,4
151,552,15545,3
152,552,3553,3
153,552,3775,4
154,552,19255,4
155,583,22034,5
156,583,5911,4
157,583,3094,4
158,583,13041,4
159,583,4091,4
160,616,3488,5
161,616,17190,5
162,616,8798,3
163,616,3237,4
164,616,13966,4
165,651,14012,5
166,651,13533,3
167,651,11723,5
168,651,3906,4
169,651,4208,5
170,651,18605,5
171,651,8235,5
172,651,2660,5
173,651,9875,5
174,651,5948,5
175,651,20221,5
176,651,7867,5
177,651,7016,5
178,651,15794,4
179,651,13656,5
180,651,7960,5
181,651,3320,5
182,651,12470,4
183,651,20222,5
184,651,12608,5
185,657,4895,4
186,657,6759,4
187,657,20521,4
188,657,12656,4
189,657,20967,4
190,657,4105,4
191,679,12759,5
192,679,16909,5
193,679,3886,4
194,679,4120,5
195,679,4304,5
196,679,4119,4
197,679,12075,5
198,679,11487,3
199,679,15205,5
200,679,2736,5
201,679,4562,5
202,679,20795,4
203,712,15409,5
204,712,2926,5
205,712,7204,5
206,712,5407,5
207,712,19174,4
208,712,4628,3
209,712,5990,2
210,712,2703,4
211,753,10000,3
212,753,6485,5
213,753,8656,5
214,753,3331,4
215,753,4784,4
216,753,6605,5
217,753,12629,4
218,753,21182,3
219,762,5928,4
220,762,3576,3
221,762,10114,4
222,762,8569,4
223,762,9113,4
224,762,9710,3
225,762,20065,3
226,762,4397,3
227,762,6336,4
228,762,15823,5
229,762,3747,4
230,770,15750,5
231,770,3095,2
232,770,8214,3
233,770,9464,5
234,770,9983,4
235,770,7680,4
236,770,3091,5
237,770,8123,4
238,770,7057,4
239,784,3317,5
240,784,11299,4
241,784,10633,5
242,784,21811,4
243,784,13158,4
244,784,14810,5
245,784,20881,4
246,784,7593,4
247,784,13687,5
248,784,4496,4
249,784,6853,5
250,784,13237,4
251,784,19496,3
252,784,3853,5
253,784,19481,4
254,793,3971,3
255,793,5242,4
256,793,6558,4
257,793,5181,3
258,793,8095,4
259,793,16486,4
260,793,8759,3
261,816,3909,3
262,816,20885,5
263,816,8061,5
264,816,17828,5
265,816,11358,4
266,816,9911,5
267,816,8432,5
268,816,14166,4
269,827,5260,5
270,827,8345,5
271,827,6150,4
272,827,6095,4
273,827,9566,4
274,838,6757,4
275,838,5550,5
276,838,4468,4
277,838,2646,5
278,838,7403,4
279,905,19690,5
280,905,15544,5
281,905,16853,5
282,905,16827,5
283,905,3018,4
284,905,3155,4
285,905,4190,5
286,905,3538,5
287,905,2693,4
288,907,16498,4
289,907,4464,4
290,907,16250,3
291,907,13258,3
292,907,3490,4
293,907,11900,4
294,909,10016,4
295,909,13249,4
296,909,17172,5
297,909,12451,3
298,909,6710,4
299,928,4752,5
300,928,3147,5
301,928,3882,4
302,928,8251,4
303,928,12111,4
304,928,4245,4
305,928,4748,4
306,928,12073,5
307,928,7568,5
308,939,3643,4
309,939,14599,4
310,939,20389,4
311,939,4233,5
312,939,10961,5
313,939,7387,4
314,939,2845,4
315,939,11419,4
316,939,17444,4
317,939,3904,3
318,939,7273,4
319,939,8011,4
320,941,10174,3
321,941,18238,3
322,941,3719,3
323,941,10387,4
324,941,2869,4
325,941,16184,5
326,941,3313,5
327,964,5193,5
328,964,9608,5
329,964,8190,4
330,964,5008,5
331,964,3427,5
332,964,2987,5
333,964,3200,3
334,964,7225,5
335,964,9316,3
336,964,8416,5
337,964,20747,3
338,964,4717,4
339,966,8713,5
340,966,10626,4
341,966,3347,5
342,966,3389,4
343,966,10652,4
344,966,21291,5
345,966,5246,3
346,966,3997,5
347,966,8214,4
348,1009,4658,4
349,1009,7127,4
350,1009,9305,1
351,1009,9743,5
352,1009,5284,4
353,1012,6949,3
354,1012,5272,2
355,1012,19191,5
356,1012,5809,5
357,1012,3316,4
358,1034,3581,4
359,1034,12065,4
360,1034,11411,5
361,1034,5447,3
362,1034,4750,4
363,1034,19444,5
364,1034,2654,5
365,1034,4724,4
366,1057,2840,4
367,1057,22211,5
368,1057,4451,5
369,1057,14496,4
370,1057,4689,5
371,1088,3227,3
372,1088,18188,3
373,1088,3168,4
374,1088,3894,3
375,1088,2738,4
376,1112,4922,4
377,1112,7995,4
378,1112,5444,2
379,1112,8330,4
380,1112,8399,3
381,1112,4366,4
382,1112,3100,4
383,1112,16600,3
384,1113,3058,5
385,1113,3384,4
386,1113,4554,4
387,1113,10963,4
388,1113,7059,4
389,1113,11526,4
390,1113,16110,5
391,1113,7329,5
392,1113,5442,5
393,1113,6778,5
394,1117,6001,4
395,1117,2977,4
396,1117,9763,4
397,1117,3354,4
398,1117,3858,4
399,1117,2801,4
400,1117,2962,4
401,1119,10463,5
402,1119,9325,4
403,1119,5206,4
404,1119,5088,5
405,1119,5822,5
406,1156,5042,3
407,1156,4090,5
408,1156,7580,5
409,1156,5493,4
410,1156,7390,5
411,1156,5415,4
412,1156,4160,5
413,1195,2664,5
414,1195,13301,3
415,1195,12158,4
416,1195,3468,5
417,1195,7451,4
418,1195,3210,4
419,1195,3926,4
420,1195,6209,3
421,1201,3135,5
422,1201,4546,3
423,1201,6344,4
424,1201,6579,5
425,1201,13956,5
426,1201,4826,4
427,1248,18151,5
428,1248,3566,4
429,1248,16412,5
430,1248,3260,5
431,1248,18656,5
432,1248,6650,4
433,1248,5379,5
434,1248,3733,4
435,1248,4567,4
436,1248,2809,5
437,1248,10549,4
438,1248,3161,5
439,1283,5426,3
440,1283,3137,4
441,1283,9151,4
442,1283,20193,3
443,1283,6941,5
444,1283,13289,3
445,1283,7109,5
446,1283,6843,5
447,1317,6981,4
448,1317,6113,5
449,1317,3591,4
450,1317,9276,3
451,1317,12928,3
452,1317,9832,4
453,1317,8296,3
454,1317,12954,3
455,1317,13327,4
456,1317,5955,3
457,1317,20791,4
458,1317,20193,3
459,1317,21342,4
460,1317,8010,4
461,1317,21832,4
462,1317,2598,5
463,1317,7951,4
464,1378,20128,5
465,1378,21056,4
466,1378,7020,4
467,1378,7488,4
468,1378,13528,3
469,1383,3358,4
470,1383,7114,5
471,1383,8909,5
472,1383,12145,5
473,1383,7717,5
474,1383,5017,5
475,1383,19947,3
476,1383,7263,4
477,1390,5481,4
478,1390,14842,4
479,1390,4539,5
480,1390,12088,4
481,1390,2829,5
482,1390,5289,3
483,1390,2771,5
484,1395,7977,4
485,1395,16251,3
486,1395,20998,3
487,1395,21437,3
488,1395,3493,3
489,1399,2779,5
490,1399,15401,5
491,1399,10775,4
492,1399,3911,5
493,1399,4317,5
494,1399,3973,4
495,1399,9971,3
496,1399,3539,3
497,1399,16504,3
498,1399,5400,3
499,1399,5869,2
500,1426,8865,5
501,1426,4103,5
502,1426,16146,4
503,1426,10112,3
504,1426,11853,4
505,1426,17926,5
506,1426,12793,5
507,1426,12566,4
508,1478,2589,4
509,1478,19953,5
510,1478,20531,5
511,1478,4846,4
512,1478,7602,5
513,1478,14376,5
514,1478,8436,5
515,1478,3909,5
516,1478,11371,4
517,1478,3922,4
518,1478,18902,5
519,1478,9249,5
520,1478,11572,4
521,1478,2805,5
522,1478,6039,5
523,1478,15273,5
524,1532,8983,3
525,1532,2868,3
526,1532,19516,4
527,1532,3262,4
528,1532,5534,3
529,1532,9985,5
530,1532,9184,5
531,1532,19599,4
532,1532,8504,4
533,1532,20225,4
534,1532,3339,4
535,1532,13263,4
536,1532,3632,3
537,1532,11773,4
538,1532,8706,4
539,1532,8929,4
540,1532,18122,4
541,1532,19583,4
542,1532,10255,4
543,1532,5313,5
544,1532,6663,4
545,1532,3402,4
546,1532,4252,4
547,1533,10068,3
548,1533,6182,4
549,1533,2780,3
550,1533,2669,4
551,1533,8058,4
552,1533,4683,4
553,1533,2995,5
554,1533,6841,5
555,1533,15496,5
556,1580,12956,5
557,1580,8780,5
558,1580,8930,5
559,1580,2762,4
560,1580,10760,3
561,1580,6608,4
562,1580,4507,5
563,1588,3109,3
564,1588,8062,5
565,1588,12145,3
566,1588,14652,2
567,1588,9966,3
568,1588,5458,3
569,1588,10113,2
570,1588,8053,3
571,1588,3483,2
572,1604,21925,5
573,1604,17021,4
574,1604,17123,5
575,1604,7924,5
576,1604,16343,4
577,1604,2660,5
578,1604,2915,4
579,1611,3862,5
580,1611,9877,5
581,1611,6512,4
582,1611,3453,5
583,1611,4106,3
584,1617,2976,4
585,1617,17202,4
586,1617,6219,4
587,1617,12405,3
588,1617,3585,2
589,1685,16523,5
590,1685,2300,4
591,1685,4165,3
592,1685,2719,3
593,1685,12938,4
594,1793,8148,4
595,1793,5651,3
596,1793,12234,5
597,1793,15543,4
598,1793,3041,4
599,1793,10559,4
600,1793,13139,4
601,1811,12265,3
602,1811,16928,5
603,1811,20039,4
604,1811,19918,4
605,1811,15933,3
606,1815,12601,5
607,1815,11963,3
608,1815,19259,4
609,1815,7282,4
610,1815,17136,5
611,1815,8990,4
612,1815,7859,5
613,1815,21624,5
614,1815,4178,5
615,1815,20687,5
616,1815,12745,5
617,1891,22065,4
618,1891,7446,5
619,1891,21204,4
620,1891,3080,5
621,1891,4033,5
622,1891,4005,4
623,1891,12912,5
624,1891,6805,5
625,1891,4938,5
626,1891,20712,5
627,1891,8428,4
628,1891,21599,5
629,1902,5199,4
630,1902,5108,5
631,1902,2532,3
632,1902,14154,3
633,1902,3273,2
634,1902,16974,3
635,1902,3265,4
636,1902,10733,5
637,1902,14095,4
638,1902,2878,3
639,1990,9833,5
640,1990,21071,4
641,1990,12761,5
642,1990,3675,5
643,1990,4483,5
644,1990,5438,5
645,1990,9818,5
646,1990,21205,5
647,2017,3777,4
648,2017,5793,5
649,2017,6249,4
650,2017,3556,5
651,2017,15585,5
652,2053,5325,3
653,2053,6430,3
654,2053,13185,3
655,2053,15001,5
656,2053,2667,3
657,2053,4674,3
658,2061,2961,3
659,2061,6990,3
660,2061,8471,3
661,2061,12361,4
662,2061,9998,3
663,2061,13864,5
664,2061,3596,4
665,2061,5785,4
666,2061,13211,4
667,2061,4551,5
668,2061,6168,4
669,2061,2709,4
670,2061,3552,4
671,2061,9452,4
672,2061,3419,4
673,2061,3231,3
674,2061,11093,3
675,2134,10609,5
676,2134,3957,4
677,2134,3694,4
678,2134,9881,5
679,2134,6314,4
680,2134,2972,5
681,2134,21398,3
682,2134,5080,4
683,2134,5632,5
684,2134,7083,5
685,2139,10283,3
686,2139,4374,4
687,2139,16210,3
688,2139,7638,5
689,2139,13987,3
690,2139,7301,3
691,2163,13318,4
692,2163,6106,4
693,2163,3489,4
694,2163,7064,4
695,2163,3667,4
696,2163,10621,3
697,2163,4028,5
698,2163,5888,4
699,2163,3741,3
700,2163,10067,4
701,2163,5955,3
702,2163,5887,3
703,2163,7289,4
704,2163,10650,4
705,2163,9374,5
706,2163,5333,4
707,2163,15624,4
708,2163,8967,4
709,2163,3669,5
710,2163,9049,4
711,2163,14432,4
712,2163,7040,5
713,2170,5191,5
714,2170,14385,3
715,2170,21396,5
716,2170,6842,3
717,2170,2819,4
718,2170,6017,5
719,2170,2850,5
720,2170,3830,4
721,2170,9494,4
722,2170,16708,3
723,2170,9493,4
724,2170,21405,5
725,2170,5412,3
726,2170,7157,5
727,2170,12822,3
728,2170,4527,3
729,2170,13366,2
730,2174,9455,4
731,2174,5135,3
732,2174,8387,4
733,2174,2901,5
734,2174,9442,4
735,2174,4142,4
736,2174,7423,4
737,2174,3486,4
738,2174,8044,4
739,2174,9982,4
740,2174,12279,5
741,2174,8968,4
742,2174,3814,4
743,2174,6974,4
744,2174,4956,4
745,2174,3574,4
746,2249,19375,4
747,2249,3173,4
748,2249,4715,3
749,2249,10866,4
750,2249,16243,4
751,2249,16646,5
752,2249,7606,4
753,2249,6339,4
754,2249,4926,4
755,2261,5608,4
756,2261,12484,4
757,2261,5421,4
758,2261,12655,4
759,2261,4424,4
760,2261,2594,4
761,2261,15238,3
762,2353,19809,4
763,2353,21864,4
764,2353,6303,5
765,2353,15755,4
766,2353,7879,4
767,2353,6875,5
768,2353,11447,4
769,2353,12352,4
770,2392,8937,4
771,2392,7757,5
772,2392,12883,4
773,2392,6206,5
774,2392,6745,4
775,2392,17635,5
776,2392,7364,2
777,2392,13286,4
778,2392,3569,4
779,2392,4351,5
780,2392,3368,4
781,2392,4074,4
782,2392,13271,4
783,2392,13960,4
784,2451,7977,5
785,2451,12740,4
786,2451,3833,4
787,2451,18257,4
788,2451,3984,5
789,2451,8749,5
790,2451,10397,5
791,2451,13642,4
792,2460,5970,4
793,2460,6470,4
794,2460,13090,4
795,2460,4127,4
796,2460,15113,5
797,2460,3893,5
798,2460,6368,4
799,2460,11257,4
800,2462,5150,4
801,2462,10762,3
802,2462,18306,4
803,2462,5545,3
804,2462,12840,5
805,2462,5468,3
806,2462,14755,5
807,2462,10828,5
808,2462,17201,4
809,2462,14773,2
810,2462,3121,3
811,2462,4181,4
812,2462,6376,4
813,2477,7402,3
814,2477,11270,4
815,2477,20675,4
816,2477,6697,3
817,2477,7070,5
818,2477,4127,5
819,2477,13159,3
820,2477,22043,4
821,2477,15493,2
822,2477,3212,3
823,2477,3557,5
824,2477,7623,4
825,2477,4752,3
826,2477,5510,5
827,2488,3838,3
828,2488,2922,3
829,2488,17689,4
830,2488,8225,5
831,2488,8846,4
832,2488,13531,4
833,2488,10043,5
834,2494,14507,4
835,2494,4958,4
836,2494,4176,4
837,2494,9910,4
838,2494,9303,4
839,2494,6690,4
840,2494,2722,3
841,2494,10013,4
842,2494,3245,4
843,2509,10553,4
844,2509,7106,5
845,2509,2868,4
846,2509,13523,3
847,2509,8159,3
848,2509,5667,5
849,2509,8019,4
850,2509,7573,4
851,2522,4561,1
852,2522,10122,3
853,2522,21281,4
854,2522,3472,5
855,2522,19299,3
856,2522,4123,4
857,2522,2608,3
858,2522,6979,5
859,2522,20218,5
860,2522,15348,2
861,2524,15232,4
862,2524,12205,5
863,2524,4595,4
864,2524,7768,5
865,2524,18225,5
866,2538,3608,5
867,2538,3210,4
868,2538,6638,5
869,2538,6283,5
870,2538,2460,5
871,2544,9882,4
872,2544,11265,5
873,2544,4451,5
874,2544,6314,4
875,2544,10512,3
876,2544,5228,5
877,2561,11759,4
878,2561,6715,4
879,2561,2616,4
880,2561,6156,4
881,2561,13373,4
882,2561,4302,4
883,2561,8851,5
884,2561,5090,3
885,2579,12582,5
886,2579,11538,5
887,2579,10260,5
888,2579,4385,5
889,2579,3030,4
890,2579,3083,5
891,2579,3678,5
892,2579,8269,3
893,2579,3544,4
894,2579,7899,4
895,2579,7465,5
896,2579,2605,3
897,2582,6381,4
898,2582,8828,5
899,2582,11390,4
900,2582,20567,4
901,2582,8324,4
902,2582,6678,4
903,2582,5678,3
904,2589,11467,5
905,2589,8184,4
906,2589,11384,5
907,2589,7387,5
908,2589,14477,4
909,2589,3553,4
910,2589,5249,5
911,2589,3468,5
912,2589,4026,4
913,2589,2807,4
914,2589,20633,4
915,2589,21012,5
916,2589,6752,5
917,2589,3154,4
918,2620,9764,4
919,2620,6289,5
920,2620,10456,4
921,2620,18082,1
922,2620,7150,5
923,2620,8408,5
924,2620,19231,4
925,2620,9287,5
926,2620,13118,4
927,2620,13343,4
928,2620,4041,3
929,2620,4033,4
930,2620,11580,2
931,2620,11571,4
932,2620,10592,5
933,2620,13297,3
934,2620,3690,4
935,2620,21256,3
936,2620,12844,4
937,2620,15968,3
938,2620,4601,5
939,2620,9615,3
940,2620,20742,5
941,2620,16487,3
942,2627,16037,5
943,2627,2639,4
944,2627,9768,4
945,2627,2737,4
946,2627,6100,5
947,2627,16048,5
948,2627,4654,5
949,2627,7992,5
950,2627,3853,5
951,2627,2719,5
952,2636,21899,4
953,2636,8357,3
954,2636,13125,3
955,2636,20013,3
956,2636,6948,3
957,2652,3581,4
958,2652,13071,2
959,2652,15211,3
960,2652,2541,4
961,2652,3165,4
962,2652,3702,2
963,2652,5448,1
964,2652,9999,4
965,2652,16397,3
966,2682,10091,5
967,2682,9983,4
968,2682,9465,5
969,2682,14436,5
970,2682,3044,5
971,2682,6709,5
972,2718,14497,5
973,2718,2882,5
974,2718,4602,5
975,2718,4108,5
976,2718,21005,5
977,2718,12438,5
978,2718,7147,5
979,2745,5894,5
980,2745,11172,5
981,2745,3914,5
982,2745,11812,5
983,2745,14724,3
984,2745,3763,5
985,2745,4982,4
986,2745,5721,4
987,2745,13433,3
988,2745,4306,5
989,2745,3266,5
990,2778,5617,3
991,2778,2741,5
992,2778,3804,5
993,2778,7816,5
994,2778,2875,5
995,2778,3481,4
996,2778,3182,4
997,2778,3863,4
998,2794,20952,5
999,2794,5084,5
1000,2794,20408,5
1001,2794,12545,5
1002,2794,3159,3
1003,2794,11318,4
1004,2794,11342,5
1005,2794,4567,5
1006,2794,3711,4
1007,2794,21986,2
1008,2794,14290,4
1009,2813,6300,3
1010,2813,2594,3
1011,2813,10588,4
1012,2813,21146,3
1013,2813,19465,3
1014,2813,3150,4
1015,2813,7282,4
1016,2813,3363,4
1017,2813,20846,3
1018,2813,3708,4
1019,2813,12162,5
1020,2813,5380,3
1021,2821,14256,5
1022,2821,6920,5
1023,2821,11376,5
1024,2821,5046,4
1025,2821,19448,4
1026,2821,3675,5
1027,2821,15357,5
1028,2821,7122,5
1029,2821,17109,5
1030,2821,21184,4
1031,2821,15431,5
1032,2824,8639,4
1033,2824,3768,4
1034,2824,9238,4
1035,2824,19618,4
1036,2824,12949,5
1037,2824,14146,5
1038,2874,10787,4
1039,2874,22291,3
1040,2874,6145,4
1041,2874,14049,4
1042,2874,13664,3
1043,2874,3496,3
1044,2874,3778,3
1045,2874,17593,3
1046,2874,5459,3
1047,2883,5557,4
1048,2883,3097,5
1049,2883,12859,5
1050,2883,7635,5
1051,2883,7267,5
1052,2886,11152,4
1053,2886,14039,5
1054,2886,6550,5
1055,2886,7971,5
1056,2886,21134,5
1057,2886,10202,3
1058,2886,12049,5
1059,2886,12808,4
1060,2886,5989,4
1061,2886,6881,4
1062,2889,7131,4
1063,2889,7018,4
1064,2889,2545,3
1065,2889,4330,4
1066,2889,3442,4
1067,2889,3696,4
1068,2889,2671,4
1069,2889,9041,4
1070,2889,8248,4
1071,2889,2605,3
1072,2889,10272,4
1073,2889,7313,4
1074,2889,5117,4
1075,2889,3491,4
1076,2906,9985,5
1077,2906,3345,5
1078,2906,15654,4
1079,2906,14234,5
1080,2906,7351,3
1081,2908,3991,1
1082,2908,18253,4
1083,2908,5400,4
1084,2908,16982,3
1085,2908,15208,4
1086,2908,5316,5
1087,2922,20570,5
1088,2922,15131,5
1089,2922,14011,3
1090,2922,6460,5
1091,2922,21093,5
1092,2922,7818,4
1093,2926,12539,5
1094,2926,4786,5
1095,2926,3775,5
1096,2926,4708,5
1097,2926,9544,1
1098,2926,2979,5
1099,2926,3811,1
1100,2928,17457,5
1101,2928,12581,3
1102,2928,8565,5
1103,2928,7364,5
1104,2928,14620,4
1105,2928,10583,4
1106,2928,6853,4
1107,2928,4642,5
1108,2928,5079,3
1109,3082,21472,4
1110,3082,4401,3
1111,3082,9213,4
1112,3082,4093,4
1113,3082,3147,4
1114,3082,4040,3
1115,3082,6928,5
1116,3082,10700,4
1117,3082,7609,5
1118,3082,5589,4
1119,3082,3719,4
1120,3082,3485,4
1121,3082,4084,4
1122,3082,22076,3
1123,3082,3917,3
1124,3121,7998,4
1125,3121,6912,5
1126,3121,15538,5
1127,3121,16946,4
1128,3121,7586,4
1129,3121,5640,5
1130,3121,6919,5
1131,3121,15506,4
1132,3171,2864,3
1133,3171,4477,4
1134,3171,5433,3
1135,3171,20950,3
1136,3171,16718,3
1137,3171,17038,3
1138,3171,4369,4
1139,3171,12448,4
1140,3171,12535,4
1141,3171,3358,3
1142,3171,4300,3
1143,3171,4491,3
1144,3199,10835,4
1145,3199,14735,4
1146,3199,9582,3
1147,3199,3171,1
1148,3199,5138,4
1149,3199,3403,3
1150,3199,4141,3
1151,3211,12793,4
1152,3211,5076,4
1153,3211,18643,4
1154,3211,15202,4
1155,3211,6674,5
1156,3211,6965,2
1157,3211,3163,5
1158,3211,2639,3
1159,3211,9256,3
1160,3211,9789,4
1161,3211,7390,4
1162,3213,3222,3
1163,3213,2841,4
1164,3213,7716,4
1165,3213,6860,4
1166,3213,2832,5
1167,3213,4639,5
1168,3213,17078,5
1169,3213,2783,4
1170,3213,11798,4
1171,3213,3365,4
1172,3213,6611,3
1173,3213,8536,4
1174,3213,10343,4
1175,3223,15352,5
1176,3223,3461,5
1177,3223,8606,5
1178,3223,6860,4
1179,3223,5063,4
1180,3229,3908,4
1181,3229,9605,4
1182,3229,6654,3
1183,3229,6432,3
1184,3229,12634,4
1185,3229,3414,4
1186,3229,8648,3
1187,3229,3479,3
1188,3229,13567,3
1189,3229,3297,3
1190,3229,3049,4
1191,3257,7118,4
1192,3257,17072,4
1193,3257,11967,4
1194,3257,3239,4
1195,3257,6323,4
1196,3257,17073,4
1197,3257,5575,4
1198,3257,6639,4
1199,3257,9229,4
1200,3257,21779,3
1201,3306,8191,3
1202,3306,10902,3
1203,3306,3212,4
1204,3306,4547,3
1205,3306,5300,2
1206,3306,3479,4
1207,3327,6362,4
1208,3327,6386,4
1209,3327,7604,4
1210,3327,4627,4
1211,3327,6336,4
1212,3327,4467,5
1213,3327,18792,5
1214,3327,4643,3
1215,3327,3595,5
1216,3327,16075,4
1217,3327,7980,3
1218,3327,12040,4
1219,3327,7899,4
1220,3327,15291,5
1221,3327,21005,4
1222,3327,4542,4
1223,3327,13328,5
1224,3327,11723,4
1225,3327,5483,5
1226,3333,8654,3
1227,3333,5521,4
1228,3333,10051,3
1229,3333,6992,4
1230,3333,8945,3
1231,3333,15175,4
1232,3333,7219,5
1233,3333,10762,4
1234,3386,5637,3
1235,3386,5454,4
1236,3386,5742,3
1237,3386,5265,3
1238,3386,11187,3
1239,3386,8639,5
1240,3386,10662,4
1241,3386,4959,5
1242,3425,4065,3
1243,3425,7257,4
1244,3425,19857,4
1245,3425,16667,5
1246,3425,8095,4
1247,3425,4445,5
1248,3425,5612,5
1249,3425,21758,4
1250,3433,4096,4
1251,3433,9699,5
1252,3433,8273,5
1253,3433,21329,5
1254,3433,13150,4
1255,3433,2547,4
1256,3434,3860,5
1257,3434,9407,5
1258,3434,8998,5
1259,3434,6103,5
1260,3434,2553,4
1261,3434,14599,5
1262,3434,6924,5
1263,3434,5089,4
1264,3434,15746,4
1265,3447,8364,5
1266,3447,12141,5
1267,3447,11374,3
1268,3447,6108,5
1269,3447,3895,5
1270,3447,3965,5
1271,3447,13065,5
1272,3447,6851,5
1273,3447,7942,4
1274,3447,5635,5
1275,3447,3143,5
1276,3447,5249,5
1277,3447,16946,5
1278,3470,3612,5
1279,3470,3397,3
1280,3470,7281,5
1281,3470,21323,5
1282,3470,8700,3
1283,3470,18655,5
1284,3470,9268,5
1285,3470,7813,4
1286,3470,11950,4
1287,3470,8296,3
1288,3470,19167,4
1289,3470,15237,5
1290,3470,11195,3
1291,3470,15207,3
1292,3470,8750,4
1293,3470,7888,3
1294,3470,16853,5
1295,3470,3768,4
1296,3470,3678,4
1297,3470,4605,4
1298,3470,10410,3
1299,3470,16545,3
1300,3471,13954,4
1301,3471,3555,4
1302,3471,6101,3
1303,3471,19373,4
1304,3471,17023,5
1305,3471,17740,5
1306,3471,7216,3
1307,3471,10539,3
1308,3471,3669,5
1309,3471,11895,5
1310,3471,16734,3
1311,3471,14160,4
1312,3471,3661,4
1313,3541,12660,5
1314,3541,6039,4
1315,3541,15013,5
1316,3541,6607,5
1317,3541,5646,4
1318,3541,3143,5
1319,3559,6449,5
1320,3559,3911,4
1321,3559,3054,4
1322,3559,3908,4
1323,3559,3339,5
1324,3559,6966,3
1325,3559,11442,4
1326,3559,3762,3
1327,3559,14738,5
1328,3559,4364,5
1329,3559,3939,3
1330,3559,8370,4
1331,3559,4178,5
1332,3569,12911,3
1333,3569,12714,5
1334,3569,4167,4
1335,3569,5197,5
1336,3569,4604,4
1337,3569,9794,5
1338,3569,3718,5
1339,3569,13985,5
1340,3569,22038,5
1341,3569,16992,5
1342,3569,17342,5
1343,3569,14295,4
1344,3569,6711,3
1345,3569,4400,5
1346,3569,21180,4
1347,3569,7517,5
1348,3569,3190,4
1349,3569,3711,5
1350,3569,5589,4
1351,3569,5040,5
1352,3569,3159,5
1353,3569,17349,5
1354,3569,14045,4
1355,3569,13628,4
1356,3569,19472,4
1357,3580,14360,5
1358,3580,4529,5
1359,3580,8465,5
1360,3580,3622,4
1361,3580,15954,4
1362,3580,5301,4
1363,3580,4388,4
1364,3580,5127,5
1365,3582,3176,5
1366,3582,3390,4
1367,3582,4135,5
1368,3582,2992,5
1369,3582,10099,5
1370,3582,21882,5
1371,3600,9535,3
1372,3600,21221,3
1373,3600,9380,4
1374,3600,22109,4
1375,3600,4110,5
1376,3600,3828,4
1377,3600,3564,4
1378,3603,3449,4
1379,3603,2910,5
1380,3603,3800,5
1381,3603,8249,5
1382,3603,15105,5
1383,3604,6291,4
1384,3604,8317,3
1385,3604,8005,3
1386,3604,18904,4
1387,3604,8000,3
1388,3604,19461,4
1389,3604,5219,4
1390,3604,6876,5
1391,3604,3355,3
1392,3604,9235,4
