,user,item,rating
269,83,23,4
270,83,2,5
271,83,505,4
272,83,120,4
273,83,9,5
274,83,1179,4
275,83,5,3
276,83,159,5
277,83,618,5
278,83,152,3
279,83,342,5
280,83,1108,4
281,83,12,3
282,83,1440,4
283,83,635,5
284,83,1304,5
285,83,706,5
286,83,935,4
287,83,236,5
288,83,592,5
289,99,340,5
290,99,324,5
291,99,1862,5
292,99,217,5
293,99,535,5
294,99,356,5
295,99,1711,4
296,99,588,5
297,99,32,5
298,99,182,5
299,99,448,5
300,99,4,5
301,99,239,4
302,99,1120,5
303,99,2327,5
304,99,344,5
305,99,375,4
306,99,64,5
307,99,43,5
308,99,29,5
309,99,198,5
310,99,1012,5
311,99,109,5
312,99,208,5
313,99,98,5
314,99,576,5
315,99,800,5
316,99,348,5
317,99,455,5
318,99,527,5
319,99,1572,5
320,99,113,5
321,99,13,5
322,101,1274,5
323,101,1370,5
324,101,936,4
325,101,1290,4
326,101,308,5
327,101,2237,5
328,101,703,5
329,101,805,5
330,101,271,5
331,101,1608,4
332,101,1910,4
333,101,223,5
334,101,474,5
335,101,1716,4
336,101,1118,5
337,101,942,5
338,101,1409,5
339,101,706,4
340,101,422,5
341,101,236,4
342,101,1440,5
343,101,346,5
344,101,2314,3
345,101,283,5
346,101,7,5
347,101,78,5
348,101,115,5
349,101,754,4
350,101,713,4
351,101,2189,5
352,104,119,5
353,104,30,5
354,104,86,3
355,104,23,4
356,104,7,5
357,104,53,5
358,104,252,4
359,104,601,5
360,104,1484,4
361,104,2038,4
362,104,61,4
363,104,233,3
364,104,249,4
365,104,5,4
366,104,299,4
367,109,741,5
368,109,269,5
369,109,218,4
370,109,100,4
371,109,875,5
372,109,569,5
373,109,671,3
374,109,1242,5
375,109,1275,4
376,109,327,5
377,109,107,4
378,109,34,5
379,109,81,4
380,109,12,3
381,109,210,4
382,109,37,3
383,109,6,4
384,109,2465,5
385,123,507,4
386,123,272,5
387,123,173,3
388,123,1262,4
389,123,48,4
390,123,499,5
391,123,54,3
392,123,44,4
393,123,110,5
394,123,663,5
395,123,141,5
396,123,825,3
397,123,2642,5
398,123,5,3
399,123,22,4
400,128,1044,5
401,128,27,4
402,128,1349,4
403,128,160,4
404,128,1837,4
405,128,47,4
406,128,461,4
407,128,2270,5
408,128,783,3
409,128,136,5
410,128,286,4
411,128,50,3
412,128,1359,5
413,128,15,5
414,128,17,4
415,128,1185,4
416,128,413,4
417,128,2039,4
418,135,194,4
419,135,1037,4
420,135,251,5
421,135,472,4
422,135,290,4
423,135,36,4
424,135,33,4
425,135,130,4
426,135,6,5
427,135,513,4
428,135,5,3
429,135,1,4
430,135,70,4
431,135,125,4
432,135,79,5
433,135,1390,3
434,138,276,4
435,138,1360,5
436,138,694,5
437,138,37,5
438,138,54,5
439,138,651,5
440,138,669,5
441,138,145,5
442,138,7,5
443,138,2714,5
444,138,1670,5
445,138,510,5
446,138,112,5
447,138,159,5
448,138,1044,5
449,140,1251,4
450,140,44,4
451,140,52,3
452,140,1076,4
453,140,8,4
454,140,215,3
455,140,38,4
456,140,2067,4
457,140,25,4
458,140,125,5
459,140,1117,3
460,140,145,4
461,140,508,3
462,140,68,3
463,140,487,3
464,140,2,4
465,140,528,3
466,140,18,4
467,140,1,4
468,140,229,4
469,140,16,4
470,140,45,5
471,143,1699,5
472,143,2687,5
473,143,322,4
474,143,749,4
475,143,11,4
476,143,92,3
477,143,2354,4
478,143,1444,4
479,143,641,4
480,143,124,4
481,143,37,4
482,143,234,4
483,143,1723,4
484,143,374,3
485,143,1147,4
486,143,22,5
487,144,79,4
488,144,25,3
489,144,122,3
490,144,3,3
491,144,6,2
492,144,1632,5
493,144,28,3
494,144,104,4
495,144,56,4
496,144,333,4
497,144,469,3
498,144,14,3
499,144,1,3
500,144,27,3
501,144,1473,3
502,144,1056,3
503,156,152,4
504,156,363,5
505,156,97,3
506,156,1508,4
507,156,753,4
508,156,722,3
509,156,114,5
510,156,246,4
511,156,210,5
512,156,13,3
513,156,5,3
514,156,1827,5
515,156,2,5
516,156,47,4
517,156,1996,4
518,156,19,5
519,156,145,5
520,156,1444,4
521,156,472,5
522,156,27,5
523,156,951,5
524,156,1502,5
525,156,28,4
526,156,57,3
527,156,6,4
528,156,50,4
529,156,14,5
530,156,771,5
531,156,578,4
532,156,413,5
533,156,405,4
534,156,745,5
535,156,122,2
536,156,201,2
537,156,11,5
538,156,17,5
539,156,830,4
540,156,575,3
541,156,749,5
542,156,111,3
543,156,1749,4
544,156,691,3
545,156,12,4
546,156,480,5
547,156,80,5
548,164,838,5
549,164,2292,2
550,164,176,4
551,164,75,5
552,164,1136,4
553,164,586,4
554,164,1873,3
555,164,1889,3
556,164,1332,4
557,164,1832,3
558,164,229,3
559,164,49,4
560,164,552,5
561,164,62,5
562,164,709,4
563,164,16,3
564,164,659,4
565,164,1202,5
566,164,1154,5
567,164,172,4
568,164,601,2
569,164,8,5
570,164,1046,4
571,164,6,4
572,164,189,5
573,164,756,5
574,164,3,4
575,164,52,3
576,173,29,4
577,173,21,3
578,173,540,4
579,173,99,5
580,173,1700,4
581,173,1172,3
582,173,34,4
583,173,585,2
584,173,154,4
585,173,320,4
586,173,1115,4
587,173,1840,4
588,173,422,3
589,173,323,5
590,173,688,4
591,173,358,4
592,173,85,4
593,173,214,4
594,173,367,4
595,173,1041,4
596,173,6,5
597,173,64,3
598,173,907,4
599,173,171,4
600,173,689,4
601,173,147,4
602,173,155,4
603,173,94,4
604,173,262,3
605,177,45,4
606,177,2,5
607,177,11,4
608,177,122,3
609,177,452,3
610,177,27,4
611,177,852,3
612,177,17,5
613,177,8,5
614,177,121,3
615,177,42,4
616,177,28,4
617,177,74,5
618,177,50,4
619,177,19,4
620,177,271,5
621,177,275,3
622,177,75,5
623,177,44,5
624,177,47,5
625,177,37,4
626,177,201,3
627,177,111,4
628,177,95,5
629,177,1394,4
630,177,1188,3
631,192,85,4
632,192,23,1
633,192,1057,3
634,192,336,4
635,192,426,2
636,192,1460,5
637,192,900,1
638,192,232,2
639,192,1760,3
640,192,1,4
641,192,103,5
642,192,2239,4
643,192,142,3
644,192,132,5
645,192,12,2
646,192,566,4
647,192,1917,3
648,192,962,4
649,192,1176,5
650,192,879,4
651,192,123,4
652,192,1167,3
653,192,400,3
654,192,106,5
655,192,6,5
656,192,298,2
657,192,2252,2
658,192,1211,5
659,192,2478,3
660,192,192,5
661,192,1378,3
662,193,121,4
663,193,10,4
664,193,2103,5
665,193,246,4
666,193,374,4
667,193,2056,5
668,193,245,4
669,193,816,4
670,193,1042,5
671,193,125,5
672,193,2444,4
673,193,231,5
674,193,1506,4
675,193,48,5
676,193,8,5
677,193,657,4
678,193,78,5
679,193,482,5
680,193,1624,5
681,193,1361,4
682,193,236,4
683,193,115,5
684,193,1672,5
685,193,646,4
686,193,2341,4
687,196,146,5
688,196,2017,3
689,196,780,5
690,196,470,5
691,196,54,1
692,196,442,5
693,196,1752,5
694,196,2681,5
695,196,509,5
696,196,1220,3
697,196,179,5
698,196,495,4
699,196,1,5
700,196,125,4
701,196,987,5
702,196,63,5
703,196,720,5
704,196,1846,5
705,196,8,5
706,196,209,4
707,196,420,4
708,197,1,3
709,197,27,3
710,197,808,4
711,197,270,4
712,197,42,3
713,197,313,4
714,197,376,4
715,197,152,4
716,197,1810,5
717,197,252,3
718,197,615,4
719,197,249,3
720,197,69,4
721,197,242,3
722,197,405,4
723,197,119,3
724,197,79,4
725,197,277,3
726,197,129,4
727,197,150,4
728,197,17,3
729,197,2390,3
730,197,458,4
731,197,97,5
732,197,256,5
733,197,67,4
734,197,12,4
735,197,1225,4
736,197,281,5
737,197,5,2
738,199,1243,5
739,199,262,4
740,199,613,5
741,199,542,4
742,199,2129,3
743,199,243,4
744,199,1013,5
745,199,181,5
746,199,49,4
747,199,1387,4
748,199,1786,5
749,199,115,5
750,199,445,4
751,199,882,4
752,199,876,4
753,199,1341,4
754,199,410,4
755,199,3,5
756,199,34,3
757,216,1263,5
758,216,1199,4
759,216,120,4
760,216,117,4
761,216,1042,5
762,216,1040,3
763,216,159,5
764,216,25,5
765,216,646,4
766,216,259,4
767,216,1249,3
768,216,740,4
769,216,121,5
770,216,1120,4
771,216,192,4
772,216,2133,4
773,216,48,5
774,216,2018,3
775,216,2164,5
776,216,105,5
777,216,536,4
778,216,1027,4
779,216,59,4
780,216,667,4
781,216,521,3
782,216,448,4
783,223,3,3
784,223,892,3
785,223,1667,4
786,223,23,3
787,223,2,4
788,223,575,2
789,223,2287,3
790,223,74,4
791,223,1848,3
792,223,417,5
793,223,201,3
794,223,436,4
795,223,5,3
796,223,903,3
797,223,732,3
798,223,502,4
799,227,24,3
800,227,66,4
801,227,762,5
802,227,406,5
803,227,251,5
804,227,163,5
805,227,279,5
806,227,736,5
807,227,134,5
808,227,1283,4
809,227,644,4
810,227,1028,4
811,227,1156,4
812,227,265,5
813,227,951,5
814,227,77,5
815,227,246,4
816,227,543,5
817,227,48,5
818,227,148,5
819,227,20,5
820,227,200,4
821,227,437,4
822,227,60,5
823,227,116,5
824,227,33,5
825,230,2223,5
826,230,114,5
827,230,1804,5
828,230,2,4
829,230,1498,5
830,230,1593,5
831,230,1938,5
832,230,345,4
833,230,2045,5
834,230,2040,5
835,230,649,4
836,230,1709,4
837,230,2624,5
838,230,106,5
839,230,235,5
840,236,77,5
841,236,12,4
842,236,1353,3
843,236,20,5
844,236,112,4
845,236,2027,4
846,236,1108,4
847,236,1539,5
848,236,671,4
849,236,1562,4
850,236,2,5
851,236,148,5
852,236,66,5
853,236,283,4
854,236,60,5
855,237,264,5
856,237,1268,5
857,237,1491,5
858,237,854,4
859,237,1496,5
860,237,2135,5
861,237,207,4
862,237,693,4
863,237,504,4
864,237,1555,5
865,237,1080,4
866,237,788,4
867,237,256,5
868,237,580,4
869,237,332,4
870,237,44,4
871,257,45,4
872,257,212,4
873,257,627,5
874,257,3,3
875,257,346,5
876,257,228,5
877,257,4,4
878,257,19,4
879,257,501,4
880,257,280,4
881,257,782,2
882,257,2,3
883,257,1505,5
884,257,62,4
885,257,934,5
886,257,1786,3
887,257,74,5
888,257,955,3
889,257,456,4
890,257,681,5
891,260,1538,4
892,260,80,4
893,260,33,5
894,260,1217,4
895,260,104,4
896,260,62,4
897,260,213,4
898,260,19,5
899,260,195,5
900,260,1,3
901,260,462,4
902,260,1971,4
903,260,611,5
904,260,16,4
905,260,362,4
906,260,322,5
907,260,260,4
908,260,881,5
909,260,4,4
910,260,371,4
911,260,24,4
912,260,1188,5
913,260,48,5
914,260,174,5
915,263,1008,5
916,263,177,4
917,263,839,3
918,263,4,5
919,263,165,5
920,263,1321,5
921,263,254,5
922,263,733,4
923,263,622,5
924,263,297,5
925,263,2,4
926,263,164,5
927,263,341,5
928,263,149,5
929,263,512,5
930,263,1218,5
931,263,127,5
932,267,14,4
933,267,785,5
934,267,411,4
935,267,814,5
936,267,628,4
937,267,89,4
938,267,312,3
939,267,21,3
940,267,130,4
941,267,1958,5
942,267,432,3
943,267,508,4
944,267,418,4
945,267,15,4
946,267,82,4
947,267,820,4
948,267,333,4
949,267,18,3
950,267,1925,4
951,267,656,3
952,267,426,4
953,267,422,4
954,267,588,4
955,267,1405,4
956,267,1968,4
957,267,268,4
958,267,1492,4
959,269,201,4
960,269,420,4
961,269,213,5
962,269,755,5
963,269,485,3
964,269,1468,5
965,269,244,3
966,269,2647,4
967,269,78,3
968,269,382,4
969,269,2511,3
970,269,783,4
971,269,144,4
972,269,625,5
973,269,47,4
974,269,579,5
975,269,371,4
976,269,306,4
977,269,11,5
978,269,1437,3
979,269,111,4
980,281,50,4
981,281,41,3
982,281,136,4
983,281,1,4
984,281,575,3
985,281,58,4
986,281,28,4
987,281,543,5
988,281,39,3
989,281,55,4
990,281,592,4
991,281,35,4
992,281,1578,4
993,281,42,4
994,281,163,5
995,281,40,3
996,281,776,3
997,281,9,4
998,281,31,3
999,281,145,4
1000,281,618,3
1001,281,76,4
1002,281,342,4
1003,281,3,4
1004,281,119,4
1005,281,1542,4
1006,281,1214,5
1007,281,670,4
1008,281,2353,3
1009,281,2078,5
1010,281,13,3
1011,281,12,3
1012,281,2,4
1013,287,811,5
1014,287,1108,5
1015,287,1821,4
1016,287,55,4
1017,287,58,5
1018,287,275,4
1019,287,765,4
1020,287,1001,4
1021,287,680,4
1022,287,303,4
1023,287,335,4
1024,287,349,1
1025,287,325,4
1026,287,676,4
1027,287,1761,3
1028,287,165,3
1029,287,700,4
1030,287,377,5
1031,287,109,4
1032,287,1626,4
1033,287,1006,4
1034,287,18,4
1035,287,1910,5
1036,287,450,4
1037,287,752,4
1038,287,592,5
1039,287,1815,3
1040,287,684,3
1041,287,1232,4
1042,288,1227,4
1043,288,1712,2
1044,288,1512,4
1045,288,2297,2
1046,288,306,5
1047,288,1372,4
1048,288,1522,4
1049,288,598,5
1050,288,121,3
1051,288,423,3
1052,288,2456,3
1053,288,1095,5
1054,288,2721,5
1055,288,169,3
1056,288,926,5
1057,288,356,4
1058,288,180,5
1059,288,16,5
1060,288,1585,4
1061,297,993,4
1062,297,13,3
1063,297,136,4
1064,297,668,4
1065,297,485,3
1066,297,2095,5
1067,297,829,3
1068,297,777,4
1069,297,86,3
1070,297,2549,5
1071,297,1,4
1072,297,4,3
1073,297,92,3
1074,297,1520,5
1075,297,504,3
1076,297,911,5
1077,297,283,3
1078,297,10,3
1079,297,209,3
1080,297,950,4
1081,297,16,3
1082,297,1464,5
1083,297,1468,5
1084,297,502,3
1085,297,341,4
1086,297,91,3
1087,297,225,5
1088,297,1181,3
1089,297,8,5
1090,297,1176,5
1091,297,1280,5
1092,297,100,3
1093,297,18,5
1094,302,74,5
1095,302,614,5
1096,302,360,5
1097,302,260,3
1098,302,8,5
1099,302,813,4
1100,302,66,5
1101,302,632,4
1102,302,378,4
1103,302,110,5
1104,302,371,5
1105,302,19,4
1106,302,48,5
1107,302,1235,5
1108,302,1,5
1109,302,331,5
1110,302,80,4
1111,302,988,5
1112,302,157,5
1113,302,141,4
1114,302,84,5
1115,302,302,5
1116,302,63,4
1117,302,4,5
1118,302,462,3
1119,302,512,4
1120,302,179,4
1121,302,669,5
1122,302,663,5
1123,302,264,4
1124,302,940,4
1125,302,272,4
1126,302,24,4
1127,302,611,4
1128,302,333,3
1129,302,216,4
1130,305,36,3
1131,305,628,3
1132,305,235,4
1133,305,674,4
1134,305,109,4
1135,305,385,4
1136,305,432,2
1137,305,2,5
1138,305,54,4
1139,305,1388,4
1140,305,319,4
1141,305,21,4
1142,305,490,3
1143,305,500,4
1144,305,864,4
1145,305,120,4
1146,305,113,3
1147,305,81,4
1148,305,1981,4
1149,310,1269,4
1150,310,81,4
1151,310,61,4
1152,310,75,5
1153,310,14,4
1154,310,735,4
1155,310,51,5
1156,310,84,5
1157,310,2116,5
1158,310,1582,5
1159,310,1586,5
1160,310,52,4
1161,310,359,4
1162,310,48,5
1163,310,290,5
1164,310,979,4
1165,310,88,5
1166,310,1272,4
1167,310,44,5
1168,310,34,4
1169,310,1180,5
1170,310,99,5
1171,310,1193,4
1172,310,2469,5
1173,310,179,5
1174,310,94,5
1175,310,393,5
1176,314,104,4
1177,314,56,5
1178,314,6,5
1179,314,5,3
1180,314,1,5
1181,314,168,4
1182,314,2656,4
1183,314,687,5
1184,314,586,5
1185,314,135,4
1186,314,189,5
1187,314,782,4
1188,314,1306,5
1189,314,2213,4
1190,314,184,4
1191,314,425,4
1192,314,410,3
1193,314,144,5
1194,320,2645,4
1195,320,125,4
1196,320,646,3
1197,320,1690,4
1198,320,286,3
1199,320,690,4
1200,320,482,3
1201,320,62,5
1202,320,2138,4
1203,320,658,4
1204,320,8,5
1205,320,1042,3
1206,320,434,5
1207,320,53,5
1208,320,2100,3
1209,321,1672,4
1210,321,623,5
1211,321,1033,5
1212,321,193,4
1213,321,675,4
1214,321,87,5
1215,321,1658,5
1216,321,1300,4
1217,321,925,5
1218,321,522,4
1219,321,1062,5
1220,321,574,5
1221,321,2441,4
1222,321,439,3
1223,321,1381,5
1224,323,61,4
1225,323,95,5
1226,323,389,5
1227,323,12,3
1228,323,42,3
1229,323,3,3
1230,323,326,5
1231,323,9,4
1232,323,360,4
1233,323,465,5
1234,323,19,4
1235,323,10,3
1236,323,1056,5
1237,323,4,3
1238,323,62,5
1239,323,13,2
1240,323,20,5
1241,323,729,4
1242,323,220,4
1243,323,2056,4
1244,323,191,5
1245,323,7,5
1246,323,2,4
1247,323,5,3
1248,323,70,3
1249,323,1273,4
1250,323,928,3
1251,323,112,5
1252,323,48,5
1253,323,23,3
1254,323,51,5
1255,330,264,4
1256,330,2355,4
1257,330,254,3
1258,330,325,4
1259,330,606,3
1260,330,2322,4
1261,330,2492,4
1262,330,856,3
1263,330,1,4
1264,330,139,5
1265,330,142,5
1266,330,146,5
1267,330,791,4
1268,330,350,4
1269,330,563,3
1270,330,176,4
1271,330,996,5
1272,330,2158,3
1273,330,2331,5
1274,330,474,4
1275,330,963,5
1276,330,283,4
1277,330,318,4
1278,334,1524,5
1279,334,10,5
1280,334,4,4
1281,334,873,5
1282,334,58,4
1283,334,1502,4
1284,334,767,4
1285,334,1945,5
1286,334,1096,4
1287,334,32,4
1288,334,30,5
1289,334,89,4
1290,334,9,5
1291,334,1536,3
1292,334,3,5
1293,334,818,5
1294,334,451,4
1295,334,104,5
1296,334,1339,3
1297,334,19,5
1298,334,691,4
1299,334,121,4
1300,334,824,4
1301,334,484,4
1302,334,97,4
1303,334,305,5
1304,334,2186,4
1305,334,2,4
1306,334,232,3
1307,334,154,5
1308,334,2380,5
1309,334,1610,4
1310,334,82,4
1311,342,1048,3
1312,342,87,4
1313,342,151,4
1314,342,1609,4
1315,342,453,4
1316,342,2219,4
1317,342,693,4
1318,342,2452,4
1319,342,1307,3
1320,342,1134,3
1321,342,1161,4
1322,342,473,4
1323,342,2177,3
1324,342,623,4
1325,342,338,4
1326,342,35,5
1327,363,124,5
1328,363,155,4
1329,363,159,5
1330,363,983,4
1331,363,510,4
1332,363,827,4
1333,363,217,4
1334,363,2675,3
1335,363,158,4
1336,363,745,5
1337,363,1493,3
1338,363,63,4
1339,363,120,4
1340,363,432,3
1341,363,92,3
1342,363,1055,4
1343,363,1509,3
1344,363,308,4
1345,363,448,4
1346,363,810,4
1347,363,81,4
1348,363,655,3
1349,363,1783,5
1350,363,1662,4
1351,363,287,4
1352,363,1111,4
1353,368,873,4
1354,368,259,5
1355,368,420,4
1356,368,1648,4
1357,368,2224,5
1358,368,210,4
1359,368,37,3
1360,368,187,4
1361,368,11,4
1362,368,112,4
1363,368,1047,3
1364,368,186,4
1365,368,1602,4
1366,368,18,3
1367,368,332,5
1368,368,97,5
1369,368,2,4
1370,368,786,4
1371,368,1846,4
1372,368,47,3
1373,368,458,3
1374,368,276,4
1375,368,1178,3
1376,368,657,3
1377,368,780,5
1378,368,536,4
1379,368,1552,3
1380,368,377,5
1381,368,414,4
1382,368,124,5
1383,368,1113,5
1384,368,28,4
1385,368,59,4
1386,368,286,5
1387,368,488,4
1388,368,1129,4
1389,368,1879,5
1390,369,911,4
1391,369,66,4
1392,369,1131,5
1393,369,148,3
1394,369,1437,3
1395,369,1391,3
1396,369,44,4
1397,369,119,5
1398,369,116,5
1399,369,1612,4
1400,369,784,5
1401,369,117,3
1402,369,303,5
1403,369,913,3
1404,369,1871,4
1405,369,77,4
1406,369,526,3
1407,369,1878,4
1408,369,1015,3
1409,369,8,5
1410,369,159,5
1411,369,120,3
1412,369,800,3
1413,369,1831,4
1414,369,765,4
1415,369,2269,4
1416,369,175,5
1417,369,129,5
1418,369,680,4
1419,369,130,5
1420,369,2404,4
1421,377,1758,5
1422,377,420,4
1423,377,50,3
1424,377,275,4
1425,377,24,5
1426,377,1851,5
1427,377,5,4
1428,377,2,5
1429,377,1628,5
1430,377,1,4
1431,377,418,5
1432,377,1962,5
1433,377,3,4
1434,377,1686,4
1435,377,489,5
1436,377,27,5
1437,377,187,5
1438,377,126,5
1439,377,204,1
1440,377,31,4
1441,377,2308,4
1442,377,136,5
1443,377,76,5
1444,377,1689,1
1445,377,1596,5
1446,377,109,1
1447,377,86,3
1448,377,23,4
1449,377,28,4
1450,377,969,3
1451,379,699,4
1452,379,981,4
1453,379,29,4
1454,379,2732,4
1455,379,195,3
1456,379,2241,4
1457,379,10,4
1458,379,24,3
1459,379,851,3
1460,379,127,5
1461,379,1566,3
1462,379,7,3
1463,379,83,4
1464,379,15,5
1465,379,137,4
1466,379,354,3
1467,379,524,2
1468,379,161,4
1469,379,1404,4
1470,379,501,5
1471,379,337,4
1472,379,183,5
1473,379,36,5
1474,379,1,4
1475,379,21,3
1476,379,3,4
1477,379,2254,4
1478,379,101,3
1479,379,2268,3
1480,379,162,4
1481,379,2363,4
1482,379,218,3
1483,379,869,4
1484,379,38,4
1485,379,498,3
1486,386,1,5
1487,386,93,4
1488,386,2,5
1489,386,33,5
1490,386,4,5
1491,386,331,4
1492,386,259,5
1493,386,5,4
1494,386,48,5
1495,386,30,4
1496,386,374,4
1497,386,150,3
1498,386,26,5
1499,386,59,4
1500,386,168,4
1501,386,10,5
1502,386,18,5
1503,386,385,5
1504,386,38,4
1505,386,206,4
1506,386,7,5
1507,386,1106,5
1508,386,1707,5
1509,391,15,5
1510,391,121,4
1511,391,505,5
1512,391,400,5
1513,391,1171,5
1514,391,582,5
1515,391,106,5
1516,391,125,5
1517,391,38,5
1518,391,61,5
1519,391,78,5
1520,391,67,5
1521,391,2,5
1522,391,305,5
1523,391,1983,5
1524,391,47,5
1525,391,468,3
1526,391,351,4
1527,391,199,5
1528,391,328,3
1529,391,352,5
1530,391,640,3
1531,391,559,3
1532,391,234,4
1533,391,11,5
1534,391,29,4
1535,391,54,4
1536,391,86,2
1537,391,780,4
1538,391,1,5
1539,391,2169,4
1540,391,68,3
1541,391,8,5
1542,391,51,5
1543,391,2164,4
1544,391,890,5
1545,405,56,5
1546,405,311,5
1547,405,1296,3
1548,405,1382,5
1549,405,561,5
1550,405,43,4
1551,405,188,3
1552,405,104,5
1553,405,35,5
1554,405,1978,3
1555,405,1012,4
1556,405,21,5
1557,405,1286,5
1558,405,214,5
1559,405,184,5
1560,405,54,5
1561,405,455,5
1562,405,2695,4
1563,405,93,3
1564,405,109,4
1565,405,203,4
1566,405,1,4
1567,405,1115,4
1568,405,1876,5
1569,405,514,3
1570,405,2,5
1571,405,581,5
1572,405,9,5
1573,413,1141,3
1574,413,370,4
1575,413,24,4
1576,413,1834,5
1577,413,364,4
1578,413,967,4
1579,413,334,4
1580,413,462,4
1581,413,4,5
1582,413,415,4
1583,413,881,5
1584,413,59,4
1585,413,228,5
1586,413,512,5
1587,413,1018,4
1588,413,1533,4
1589,413,67,4
1590,413,26,5
1591,413,1256,5
1592,413,166,3
1593,413,1464,5
1594,413,21,3
1595,413,51,4
1596,413,65,4
1597,422,96,5
1598,422,182,5
1599,422,2103,4
1600,422,10,4
1601,422,51,5
1602,422,93,5
1603,422,85,5
1604,422,1,5
1605,422,208,4
1606,422,138,5
1607,422,75,5
1608,422,154,5
1609,422,455,4
1610,422,88,5
1611,422,324,4
1612,422,32,4
1613,422,7,5
1614,422,1658,4
1615,422,72,5
1616,422,179,5
1617,422,79,4
1618,422,196,3
1619,422,401,4
1620,441,775,4
1621,441,458,3
1622,441,375,4
1623,441,210,5
1624,441,259,4
