,user,business,rating
319,2367,10483,4
320,2367,6379,5
321,2367,11867,3
322,2367,4616,5
323,2367,9163,5
324,2367,11488,5
325,2367,4002,5
326,2367,2231,5
327,2367,10106,4
328,2367,5974,4
329,2374,5764,5
330,2374,70,5
331,2374,11673,5
332,2374,2118,4
333,2374,4932,4
334,2374,6522,5
335,2374,3233,5
336,2374,5659,5
337,2374,9408,5
338,2374,5820,3
339,2374,10962,5
340,2374,12776,5
341,2374,10640,5
342,2374,8761,5
343,2374,12355,5
344,2374,3510,4
345,2374,3649,4
346,2374,6168,5
347,2374,7779,5
348,2374,7550,4
349,2374,10908,4
350,2374,7645,3
351,2374,8544,5
352,2374,157,5
353,2374,5187,4
354,2374,5333,4
355,2374,7497,5
356,2374,2295,4
357,2385,6858,5
358,2385,810,5
359,2385,8539,4
360,2385,9390,4
361,2385,544,5
362,2385,1519,3
363,2385,8393,4
364,2385,4564,3
365,2385,6239,4
366,2385,831,3
367,2385,7151,4
368,2385,7545,4
369,2385,8628,3
370,2385,2540,5
371,2385,5052,5
372,2385,11897,5
373,2385,8791,5
374,2385,8446,3
375,2385,9565,4
376,2385,11265,5
377,2385,6576,4
378,2385,1178,4
379,2385,11334,4
380,2385,10666,4
381,2385,2495,4
382,2385,2109,4
383,2385,12872,4
384,2385,4064,2
385,2385,11360,3
386,2385,10986,3
387,2385,5007,4
388,2385,6744,4
389,2385,8465,4
390,2385,3850,3
391,2385,11780,5
392,2393,8995,4
393,2393,6252,5
394,2393,131,5
395,2393,1059,4
396,2393,10738,3
397,2393,3435,5
398,2393,9464,5
399,2393,7787,5
400,2393,7669,5
401,2393,9555,5
402,2393,598,5
403,2393,12585,5
404,2393,3026,5
405,2393,10913,5
406,2393,5996,5
407,2393,2975,4
408,2393,2607,5
409,2393,6044,5
410,2393,4564,4
411,2393,2665,5
412,2393,1999,4
413,2393,4439,4
414,2393,11554,5
415,2393,9795,5
416,2393,7092,4
417,2393,8542,5
418,2393,10054,4
419,2393,11855,5
420,2393,2463,4
421,2393,9912,4
422,2398,4986,4
423,2398,4083,4
424,2398,11314,4
425,2398,11912,4
426,2398,11282,5
427,2398,2744,5
428,2398,5818,4
429,2398,4079,4
430,2398,11648,5
431,2398,6621,4
432,2398,2340,4
433,2398,3576,4
434,2398,1714,4
435,2398,45,5
436,2398,8699,4
437,2398,3463,4
438,2398,9275,5
439,2398,10055,2
440,2398,11278,4
441,2398,11681,4
442,2398,7781,4
443,2398,9732,5
444,2398,8393,5
445,2398,7092,4
446,2398,6986,5
447,2398,49,4
448,2398,10315,4
449,2398,2917,5
450,2398,2548,4
451,2399,2402,3
452,2399,6122,5
453,2399,3626,4
454,2399,2350,5
455,2399,11534,4
456,2399,5719,5
457,2399,3303,5
458,2399,6247,5
459,2399,10284,4
460,2399,12788,3
461,2399,5379,4
462,2399,8329,3
463,2399,2214,5
464,2399,10763,4
465,2399,579,3
466,2399,9195,4
467,2399,7304,4
468,2399,11206,5
469,2399,11684,4
470,2399,756,3
471,2399,1414,4
472,2399,10055,5
473,2399,11213,5
474,2399,10579,5
475,2399,3902,2
476,2399,1409,5
477,2399,3063,4
478,2399,12649,4
479,2406,6924,5
480,2406,11823,5
481,2406,3103,4
482,2406,6159,3
483,2406,7168,4
484,2406,4249,5
485,2406,10403,5
486,2406,8028,3
487,2406,3988,3
488,2406,7912,3
489,2406,1022,4
490,2406,3335,5
491,2406,839,4
492,2406,1790,3
493,2406,9905,4
494,2406,5622,3
495,2406,3184,4
496,2406,8000,4
497,2406,11916,3
498,2406,11437,5
499,2406,5149,4
500,2406,6542,4
501,2406,9105,3
502,2406,6089,3
503,2406,7086,4
504,2406,11045,4
505,2406,5007,4
506,2406,8416,4
507,2406,4351,4
508,2406,11423,4
509,2406,8360,4
510,2406,931,5
511,2406,9986,4
512,2407,5947,4
513,2407,1670,4
514,2407,4084,4
515,2407,2585,5
516,2407,10851,4
517,2407,9500,5
518,2407,11058,4
519,2407,7612,4
520,2407,6007,4
521,2407,12096,4
522,2407,12941,3
523,2407,881,4
524,2407,4194,2
525,2407,3078,4
526,2407,4464,5
527,2407,8780,3
528,2407,4229,4
529,2407,10187,5
530,2407,10362,5
531,2407,538,5
532,2407,10370,4
533,2407,2228,5
534,2407,10495,3
535,2407,3747,5
536,2407,9625,4
537,2407,11684,3
538,2407,2467,5
539,2407,11844,5
540,2407,6554,4
541,2407,3450,4
542,2407,2759,4
543,2407,7739,5
544,2407,11471,5
545,2415,8761,5
546,2415,6891,5
547,2415,12419,5
548,2415,726,5
549,2415,8416,4
550,2415,4041,5
551,2415,8360,4
552,2415,5659,5
553,2415,12311,5
554,2415,3533,3
555,2415,8888,4
556,2415,6749,4
557,2415,5729,4
558,2415,2402,5
559,2415,2214,5
560,2415,11262,4
561,2415,7553,4
562,2415,9814,4
563,2415,12476,5
564,2415,7263,4
565,2415,3239,4
566,2415,12096,4
567,2415,6730,5
568,2415,4354,3
569,2415,1939,4
570,2415,10727,5
571,2432,2346,4
572,2432,11072,3
573,2432,12603,5
574,2432,2122,3
575,2432,12604,4
576,2432,12337,3
577,2432,1473,4
578,2432,6929,4
579,2432,1541,4
580,2432,1474,4
581,2432,5154,3
582,2432,7872,5
583,2432,3238,2
584,2432,5913,5
585,2432,11119,5
586,2432,8364,4
587,2432,2857,5
588,2432,1660,5
589,2432,3609,4
590,2432,11262,5
591,2432,10230,5
592,2432,11027,3
593,2432,1791,4
594,2432,12096,4
595,2432,8162,4
596,2432,1211,2
597,2432,10125,5
598,2432,2216,3
599,2432,12175,3
600,2432,8198,5
601,2432,550,4
602,2454,10855,3
603,2454,9743,4
604,2454,9564,5
605,2454,12114,5
606,2454,3538,5
607,2454,7608,4
608,2454,6428,4
609,2454,5007,4
610,2454,2467,4
611,2454,4696,3
612,2454,6239,3
613,2454,8851,4
614,2454,12625,4
615,2454,10836,4
616,2454,10630,4
617,2454,2464,5
618,2454,9933,4
619,2454,9990,5
620,2454,7895,4
621,2454,1327,4
622,2454,11916,5
623,2454,11545,5
624,2454,1050,3
625,2454,10347,4
626,2454,7625,4
627,2454,4354,4
628,2454,4249,4
629,2454,10006,4
630,2454,7845,5
631,2454,6290,4
632,2454,5071,5
633,2454,11320,4
634,2455,7417,4
635,2455,8550,3
636,2455,10471,4
637,2455,2018,4
638,2455,394,4
639,2455,12513,4
640,2455,7516,4
641,2455,8226,4
642,2455,10160,3
643,2455,4407,4
644,2455,2221,4
645,2455,1628,4
646,2455,12826,5
647,2455,9396,4
648,2455,2975,3
649,2455,2501,3
650,2455,817,3
651,2455,4305,5
652,2455,10760,4
653,2455,4140,3
654,2455,6615,5
655,2455,2986,5
656,2455,318,4
657,2455,3353,3
658,2455,11829,4
659,2455,8751,4
660,2460,8084,5
661,2460,3233,3
662,2460,6632,5
663,2460,6576,3
664,2460,3289,3
665,2460,1452,5
666,2460,1183,5
667,2460,2730,5
668,2460,11130,5
669,2460,12012,5
670,2460,2057,5
671,2460,11829,4
672,2460,10131,5
673,2460,3059,4
674,2460,3214,5
675,2460,8528,5
676,2460,620,5
677,2460,2487,5
678,2460,5387,4
679,2460,8077,4
680,2460,12192,4
681,2460,10554,5
682,2460,5007,4
683,2460,6328,4
684,2460,2975,5
685,2460,4587,5
686,2460,2138,5
687,2467,6188,4
688,2467,4608,3
689,2467,508,4
690,2467,2109,5
691,2467,3164,3
692,2467,8658,3
693,2467,5416,4
694,2467,12161,4
695,2467,7226,1
696,2467,2646,4
697,2467,8281,4
698,2467,11282,4
699,2467,6154,4
700,2467,76,5
701,2467,11276,5
702,2467,10841,3
703,2467,4292,4
704,2467,2870,3
705,2467,10235,4
706,2467,2540,3
707,2467,10172,5
708,2467,836,3
709,2467,1789,3
710,2467,8910,4
711,2467,1083,3
712,2467,11719,2
713,2467,6462,4
714,2467,2216,5
715,2467,7216,4
716,2467,9128,4
717,2467,5496,3
718,2467,8851,3
719,2468,10005,4
720,2468,10841,4
721,2468,6188,4
722,2468,11869,4
723,2468,2998,4
724,2468,1464,4
725,2468,12175,4
726,2468,7226,5
727,2468,11595,5
728,2468,8902,5
729,2468,3129,5
730,2468,10028,5
731,2468,8542,4
732,2471,8703,3
733,2471,1790,3
734,2471,11044,5
735,2471,9462,3
736,2471,6410,4
737,2471,5306,4
738,2471,2342,4
739,2471,10439,3
740,2471,7423,5
741,2471,6639,3
742,2471,11869,3
743,2471,8168,3
744,2471,970,5
745,2471,2696,4
746,2471,3633,4
747,2471,6696,3
748,2471,4162,5
749,2471,4849,3
750,2471,3039,4
751,2471,1893,5
752,2471,2234,3
753,2471,2707,3
754,2471,4589,5
755,2472,10344,5
756,2472,7412,5
757,2472,1943,5
758,2472,508,5
759,2472,4564,3
760,2472,11545,5
761,2472,8855,5
762,2472,12063,5
763,2472,5853,5
764,2472,10352,4
765,2472,4937,3
766,2472,5111,4
767,2472,1388,4
768,2472,3956,5
769,2472,2826,5
770,2472,1059,5
771,2472,11887,3
772,2472,11299,5
773,2472,9128,5
774,2472,5295,4
775,2472,7497,5
776,2472,3002,5
777,2472,7337,5
778,2472,1939,3
779,2472,1333,5
780,2472,3385,5
781,2472,4536,5
782,2472,12096,5
783,2472,4671,3
784,2472,3931,5
785,2472,3655,3
786,2472,12069,5
787,2472,6612,4
788,2472,8168,4
789,2472,8851,5
790,2472,1542,4
791,2482,10740,4
792,2482,12488,4
793,2482,1332,5
794,2482,12248,5
795,2482,8774,5
796,2482,2717,3
797,2482,9905,5
798,2482,157,4
799,2482,4069,4
800,2482,12426,5
801,2482,7642,5
802,2482,7773,5
803,2482,4249,3
804,2482,2665,5
805,2482,7205,5
806,2482,10896,4
807,2482,4316,3
808,2482,2164,4
809,2482,2485,5
810,2482,1671,5
811,2482,3767,5
812,2482,11979,5
813,2482,3655,5
814,2482,7497,4
815,2482,7525,5
816,2482,10919,4
817,2482,10370,4
818,2482,11367,5
819,2482,12506,4
820,2482,7577,3
821,2483,10599,4
822,2483,881,4
823,2483,7538,4
824,2483,3578,3
825,2483,8226,4
826,2483,6360,3
827,2483,8496,5
828,2483,6641,5
829,2483,10991,4
830,2483,9479,5
831,2483,12412,5
832,2483,231,5
833,2483,8621,5
834,2483,5970,3
835,2483,10727,4
836,2483,6924,4
837,2483,4018,5
838,2483,2721,5
839,2483,6104,4
840,2483,12302,5
841,2483,11045,5
842,2483,1064,4
843,2483,12756,4
844,2483,5470,3
845,2483,2594,4
846,2483,7803,5
847,2483,12909,2
848,2483,2869,5
849,2483,4041,4
850,2483,781,5
851,2487,2986,4
852,2487,8467,3
853,2487,7976,2
854,2487,7441,3
855,2487,3629,4
856,2487,12799,3
857,2487,2839,3
858,2487,3660,4
859,2487,1670,1
860,2487,1690,4
861,2487,13021,4
862,2487,3299,3
863,2487,11399,3
864,2487,7279,3
865,2487,2329,3
866,2487,7593,3
867,2487,3340,3
868,2487,1230,4
869,2487,8965,4
870,2487,11099,3
871,2487,9732,5
872,2487,1614,4
873,2487,13003,4
874,2487,2316,5
875,2487,1595,4
876,2487,9905,4
877,2487,8803,4
878,2487,876,3
879,2487,6973,4
880,2487,12826,5
881,2487,11040,3
882,2487,7358,3
883,2487,2415,4
884,2487,3332,3
885,2487,3839,4
886,2487,3624,4
887,2490,4108,3
888,2490,8476,5
889,2490,10616,2
890,2490,3911,5
891,2490,11103,5
892,2490,7133,5
893,2490,714,4
894,2490,2807,5
895,2490,11130,5
896,2490,668,5
897,2490,1653,5
898,2490,7386,5
899,2490,1109,4
900,2490,10201,5
901,2490,8854,5
902,2490,12258,4
903,2490,2640,5
904,2490,11506,4
905,2490,10724,5
906,2490,5729,4
907,2490,10187,5
908,2490,7016,3
909,2490,8686,4
910,2490,11066,4
911,2490,1670,3
912,2490,11887,4
913,2490,738,3
914,2490,7426,5
915,2490,10252,4
916,2490,12740,5
917,2490,2503,4
918,2490,11040,5
919,2490,129,5
920,2496,9201,5
921,2496,4843,4
922,2496,10119,4
923,2496,8070,4
924,2496,5456,4
925,2496,10635,5
926,2496,9163,5
927,2496,2361,4
928,2496,9540,4
929,2496,10370,4
930,2496,12664,4
931,2496,1572,5
932,2496,969,5
933,2496,3059,4
934,2496,11428,4
935,2496,3767,5
936,2496,7088,3
937,2496,7645,5
938,2496,11075,4
939,2496,9619,5
940,2496,4069,4
941,2496,3823,4
942,2496,12740,5
943,2496,12792,4
944,2496,11646,5
945,2496,1332,4
946,2496,5005,4
947,2496,1211,5
948,2496,5726,1
949,2496,8544,4
950,2501,8329,3
951,2501,8454,4
952,2501,6379,5
953,2501,4174,4
954,2501,3906,4
955,2501,12722,4
956,2501,5007,4
957,2501,4616,4
958,2501,3879,4
959,2501,12306,4
960,2501,3276,4
961,2501,11534,4
962,2501,10483,4
963,2501,9905,4
964,2501,9733,5
965,2501,2584,3
966,2501,4069,4
967,2501,2559,4
968,2501,8639,5
969,2501,12426,4
970,2501,6370,4
971,2501,4444,5
972,2501,9995,4
973,2501,6227,4
974,2501,7240,3
975,2501,5511,3
976,2501,8083,4
977,2501,7669,3
978,2501,9163,5
979,2501,3936,3
980,2501,9543,4
981,2501,1671,4
982,2501,1930,4
983,2502,10403,4
984,2502,8490,5
985,2502,8062,5
986,2502,8467,4
987,2502,12117,4
988,2502,134,4
989,2502,4053,4
990,2502,3538,4
991,2502,8978,3
992,2502,2727,4
993,2502,10517,5
994,2502,9886,4
995,2502,11199,5
996,2502,10530,5
997,2502,10206,4
998,2502,8778,4
999,2502,4696,4
1000,2502,2902,4
1001,2502,677,3
1002,2502,6803,4
1003,2502,8651,5
1004,2502,8298,4
1005,2502,4352,4
1006,2502,6726,4
1007,2502,1618,4
1008,2502,11138,5
1009,2502,3220,5
1010,2502,8704,4
1011,2502,9225,4
1012,2502,7997,4
1013,2502,3325,5
1014,2506,11648,5
1015,2506,4471,4
1016,2506,12419,4
1017,2506,5328,5
1018,2506,2357,3
1019,2506,444,3
1020,2506,7337,4
1021,2506,6394,4
1022,2506,12565,4
1023,2506,3214,4
1024,2506,5478,4
1025,2506,7385,4
1026,2506,6418,5
1027,2506,5972,4
1028,2506,11437,5
1029,2506,9831,5
1030,2506,7322,5
1031,2506,9146,4
1032,2506,525,5
1033,2506,9437,4
1034,2506,6369,4
1035,2506,12064,4
1036,2506,4276,4
1037,2506,2643,5
1038,2506,10906,4
1039,2506,10495,4
1040,2506,9696,4
1041,2506,10404,4
1042,2506,4249,4
1043,2506,2540,5
1044,2506,7176,4
1045,2506,8104,4
1046,2506,9733,3
1047,2506,7342,5
1048,2506,6891,4
1049,2506,7919,4
1050,2507,5012,5
1051,2507,6037,3
1052,2507,8704,4
1053,2507,1129,4
1054,2507,4249,4
1055,2507,3191,5
1056,2507,3660,3
1057,2507,130,2
1058,2507,5478,4
1059,2507,1083,4
1060,2507,1173,4
1061,2507,7977,4
1062,2507,2740,4
1063,2507,3655,4
1064,2507,433,3
1065,2507,7364,2
1066,2507,7803,4
1067,2507,1466,3
1068,2507,4526,5
1069,2507,1499,4
1070,2507,8888,4
1071,2507,3907,5
1072,2507,11922,4
1073,2507,11079,5
1074,2507,2704,4
1075,2507,12508,4
1076,2507,6858,4
1077,2507,2829,3
1078,2507,10347,3
1079,2507,12841,4
1080,2507,8785,4
1081,2507,2118,4
1082,2507,455,4
1083,2507,394,5
1084,2507,12827,4
1085,2507,3002,3
1086,2508,1753,5
1087,2508,11157,4
1088,2508,5413,5
1089,2508,4018,5
1090,2508,980,4
1091,2508,11974,4
1092,2508,4588,4
1093,2508,421,4
1094,2508,2880,5
1095,2508,5617,4
1096,2508,9411,5
1097,2508,3463,5
1098,2508,8411,4
1099,2508,3316,3
1100,2508,11854,4
1101,2508,3549,4
1102,2508,4575,5
1103,2508,8094,5
1104,2508,5379,5
1105,2508,2105,4
1106,2508,7912,5
1107,2508,11329,5
1108,2508,6223,5
1109,2508,12670,3
1110,2508,10760,5
1111,2508,11786,4
1112,2508,12440,5
1113,2508,9886,3
1114,2508,2401,5
1115,2508,10055,5
1116,2508,5154,5
1117,2508,12531,4
1118,2508,5007,4
1119,2509,5763,4
1120,2509,1920,3
1121,2509,9094,3
1122,2509,3549,1
1123,2509,12085,4
1124,2509,4439,3
1125,2509,6901,3
1126,2509,5905,3
1127,2509,2377,4
1128,2509,2221,4
1129,2509,8490,3
1130,2509,1748,3
1131,2509,12096,3
1132,2509,12355,4
1133,2509,11990,5
1134,2509,10882,4
1135,2509,11044,4
1136,2509,670,4
1137,2509,508,3
1138,2509,2975,2
1139,2509,445,3
1140,2509,11221,3
1141,2509,2267,4
1142,2509,5397,5
1143,2509,7954,4
1144,2509,5996,4
1145,2509,9834,5
1146,2509,4564,3
1147,2509,10177,4
1148,2509,10502,3
1149,2509,6396,4
1150,2514,11728,4
1151,2514,6639,4
1152,2514,2096,5
1153,2514,12189,5
1154,2514,6124,5
1155,2514,454,5
1156,2514,6715,3
1157,2514,9197,4
1158,2514,3981,4
1159,2514,8704,3
1160,2514,1808,3
1161,2514,12354,3
1162,2514,6517,4
1163,2514,11983,4
1164,2514,5366,4
1165,2514,2594,4
1166,2514,9085,3
1167,2514,8605,3
1168,2514,8994,5
1169,2514,7833,4
1170,2514,6640,5
1171,2514,11697,4
1172,2514,11812,5
1173,2514,7050,4
1174,2514,3654,3
1175,2514,10106,4
1176,2514,5968,4
1177,2514,10942,4
1178,2514,11499,4
1179,2514,4641,5
1180,2515,1912,3
1181,2515,212,4
1182,2515,5212,4
1183,2515,4722,3
1184,2515,4351,3
1185,2515,1994,4
1186,2515,11743,3
1187,2515,901,3
1188,2515,11545,3
1189,2515,2721,4
1190,2515,9051,2
1191,2515,5663,3
1192,2515,3906,1
1193,2515,7493,4
1194,2515,7660,5
1195,2515,5508,4
1196,2515,9947,4
1197,2515,7541,2
1198,2515,9637,3
1199,2515,2624,3
1200,2515,3271,3
1201,2515,5947,4
1202,2515,12836,2
1203,2515,10647,3
1204,2520,10991,5
1205,2520,3259,4
1206,2520,8576,3
1207,2520,8787,3
1208,2520,6234,4
1209,2520,11010,3
1210,2520,457,4
1211,2520,7408,3
1212,2520,7029,5
1213,2520,3558,4
1214,2520,810,3
1215,2520,5087,3
1216,2520,11265,4
1217,2520,836,5
1218,2520,2153,5
1219,2520,7355,4
1220,2520,9173,5
1221,2520,4564,3
1222,2520,2342,4
1223,2520,8372,2
1224,2520,7660,4
1225,2520,2164,3
1226,2520,6562,4
1227,2520,831,3
1228,2520,1647,5
1229,2520,7638,4
1230,2520,4290,5
1231,2520,4292,5
1232,2520,4937,3
1233,2520,3673,5
1234,2520,581,4
1235,2520,6638,2
1236,2520,12614,3
1237,2520,3278,4
1238,2523,6769,5
1239,2523,5763,4
1240,2523,5954,5
1241,2523,7487,4
1242,2523,2736,4
1243,2523,5806,4
1244,2523,5968,5
1245,2523,383,4
1246,2523,8063,5
1247,2523,831,5
1248,2523,5007,4
1249,2523,12096,4
1250,2523,2071,3
1251,2523,5617,4
1252,2523,9197,5
1253,2523,4432,4
1254,2523,5154,5
1255,2523,9359,5
1256,2523,6360,4
1257,2523,10230,5
1258,2523,7912,4
1259,2523,11066,4
1260,2523,4132,5
1261,2523,8800,5
1262,2523,3634,5
1263,2523,8848,4
1264,2523,6758,5
1265,2524,5166,5
1266,2524,12085,4
1267,2524,11663,3
1268,2524,5603,3
1269,2524,11130,3
1270,2524,3845,3
1271,2524,6074,5
1272,2524,1168,4
1273,2524,6749,3
1274,2524,443,2
1275,2524,11199,4
1276,2524,3408,5
1277,2524,10342,4
1278,2524,9503,4
1279,2524,758,3
1280,2524,7240,4
1281,2524,2933,4
1282,2524,79,4
1283,2524,5093,4
1284,2524,9119,4
1285,2524,12428,4
1286,2524,8911,4
1287,2524,9920,3
1288,2524,2740,3
1289,2524,4852,3
1290,2524,2171,4
1291,2524,7977,4
1292,2524,12096,2
1293,2526,4326,3
1294,2526,7258,5
1295,2526,2442,4
1296,2526,11262,4
1297,2526,10189,5
1298,2526,4069,5
1299,2526,8467,4
1300,2526,3558,4
1301,2526,7577,4
1302,2526,5765,4
1303,2526,5893,4
1304,2526,1585,4
1305,2526,3435,5
1306,2526,10241,3
1307,2526,7184,5
1308,2526,5121,2
1309,2526,8010,5
1310,2526,7016,3
1311,2526,10310,5
1312,2526,8809,5
1313,2526,1109,4
1314,2526,6780,3
1315,2526,2857,4
1316,2526,855,3
1317,2526,10740,5
1318,2526,6154,5
1319,2526,2054,4
1320,2526,2164,5
1321,2526,4400,5
1322,2526,1235,3
1323,2526,7525,3
1324,2526,9335,4
1325,2531,12290,5
1326,2531,11955,5
1327,2531,6347,4
1328,2531,2917,4
1329,2531,4352,3
1330,2531,6266,5
1331,2531,8630,5
1332,2531,2401,5
1333,2531,8329,4
1334,2531,12783,4
1335,2531,3835,5
1336,2531,12891,4
1337,2531,9411,4
1338,2531,7792,5
1339,2531,6180,3
1340,2531,3538,5
1341,2531,7364,5
1342,2531,1957,5
1343,2531,1132,4
1344,2531,8889,5
1345,2531,1368,5
1346,2531,4041,4
1347,2531,12609,4
1348,2531,12441,5
1349,2531,6326,5
1350,2531,10231,4
1351,2531,4595,5
1352,2531,130,5
1353,2531,6126,4
1354,2531,4680,5
1355,2531,12425,5
1356,2531,6093,4
1357,2531,11898,4
1358,2531,5333,4
1359,2531,8411,5
1360,2532,11580,3
1361,2532,3673,3
1362,2532,4675,4
1363,2532,9222,4
1364,2532,12604,3
1365,2532,587,3
1366,2532,12085,5
1367,2532,2054,3
1368,2532,12096,2
1369,2532,6039,4
